Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,AE_01,AE_02,AE_05,AE_07,Age,Audio_Name,BAIS-V_01,BAIS-V_02,BAIS-V_03,BAIS-V_04,BAIS-V_05,BAIS-V_06,BAIS-V_07,BAIS-V_08,BAIS-V_09,BAIS-V_10,BAIS-V_11,BAIS-V_12,BAIS-V_13,BAIS-V_14,classical,Condition_Id,confidence,conscientious,edm,EM_04,end_BAISC,end_BAISV,end_pause,example_confidence,experimental,Gender,Grow_up_country,Hearing_impairments,hunger,Informed_consent,Mother_tongue,MT_01,MT_02,MT_03,MT_06,MT_07,Musicornot,new_test_input,new_test_para,No_Prolific,noise,open1,open10,open2,open3,open4,open5,open6,open7,open8,open9,others_do,others_do_yes,others_dont,others_dont_yes,PA_04,PA_08,Place_of_residence,pop,prolific_id,rock,SA_01,SA_02,SA_03,SA_04,SA_05,SA_06,similarity,start_BAISC,start_BAISV,start_pause,stim_name,stress,top40,wear_headphones,Browser_Spec,BrowserVersion_Spec,Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
1133078,1,1,Similarity1,1,Openness_to_experience,7,"","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",5,3,2,5,1,3,2,4,5,5,"","","","","","","","","","","","","","","","","","","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,GMSI_short,6,5,3,5,4,"","","","","","","","","","","","","","","","","",1,"","","",4,"","","","","","","","","","","",4,4,5,2,5,"","","","","","","","","","","","","","","","","","","",4,5,"","","","",4,4,3,4,3,4,"","","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,Honest_answers,9,"","","","","","","","","","","","","","","","","","","","","",1,"",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,Genres,8,"","","","","","","","","","","","","","","","","","","","",4,1,"","",1,"","","","","",1,"","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","",6,"",6,"","","","","","","","","","","","",2,"",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,Thanks,10,"","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,Informed_consent,1,"","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","",true,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,Instructions,2,"","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","",5f95fdc2cb09494b31528d18,"","","","","","","","","","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,68,Similarity1,1,Rating,3,"","","","","",M_jazzy_guitar1.mp3M_techno_flute.mp3,"","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,Demographic_data,4,"","","","",27,"","","","","","","","","","","","","","","","",1,"","","","","","","","","",female,portugal,No,"","",portuguese,"","","","","","","","","","","","","","","","","","","","","","","","","","",Portugal,"","","","","","","","","","","","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,1,1,Similarity1,1,BAIS-V,5,"","","","","","",4,3,5,5,3,4,3,3,4,4,4,3,5,4,"",1,"","","","","",1724158136090,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1724158018401,"","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,2,93,Similarity1,1,Rating,3,"","","","","",M_phen_phi_fa.mp3M_gogi.mp3,"","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",41,"","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,3,58,Similarity1,1,Rating,3,"","","","","",M_gogi.mp3M_gonul_kalk.mp3,"","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26,"","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,4,94,Similarity1,1,Rating,3,"","","","","",M_phen_phi_fa.mp3M_piano_noise.mp3,"","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
1133078,5,97,Similarity1,1,Rating,3,"","","","","",M_piano_noise.mp3M_swing.mp3,"","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28,"","","","","","","",Chrome,127.0.0.0 Safari/537.36,true,2e33ef41c62074fe92422a8c6f8a6b3d,5f95fdc2cb09494b31528d18,2024-08-20T12:51:56.056Z,2024-08-20 13:51:56+01,971222,S1,1,1133078,59.52380952381049,Sim1,1,691a1c3c1d7830019714ce7ac65e74cf,2024-08-20T12:13:06.975Z,2024-08-20 13:12:52+01,"",1,1,3.629711751662967,3.796708185164962
